club,handle,status,post_date,post_timestamp,likes,comments,reposts,collaborators,collab_count,caption,severity,post_url,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-03-01,2025-03-01T23:43:34+00:00,4,0,0,cu_aapi,1,"Join Columbia AAPI Interboard for a screening of Mohanad Yaqubi’s film, Reel No. 21 AKA Restoring Solidarity! R21 is a reflection on a collection of twenty 16mm films, safeguarded in Tokyo by the Japanese solidarity movement with Palestine. Following the screening, CUAAPI board members will lead an informal discussion on what the film can teach us about cross-continental solidarity against imperialism, and leftist ideology and praxis across borders.   ⭐️RSVP WITH L",5,https://www.instagram.com/p/DGrPPKqS_zz/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-02-28,2024-02-28T01:45:51+00:00,37,3,0,cu_aapi,1,"Interested in learning about or joining AAPI Interboard? Come join us for a documentary screening of ""American Revolutionary: The Evolution of Grace Lee Boggs"" at Wood Auditorium (the basement of Avery Library)!   This will serve as an opportunity to share a discussion regarding Asian American activism and also make sure everyone can get to know each other. Brings trusted friends and a positive attitude, and we hope to see you there! ❤️ fiionacho   109w ❤️‍🔥❤️‍🔥❤️",0,https://www.instagram.com/p/C334s31ueqI/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-05-11,2024-05-11T13:00:16+00:00,9,0,0,"nataliejoonn, glecolumbia, Columbia, University, Mailman, School, Of, Public, Health",9,"Celebrating Natalie’s Milestone 🥳💅🏼📚📆  Congratulations to Natalie, our incredible head of logistics, on earning her MPH! Your dedication to public health has inspired us all and we will definitely miss having you on the team!  Here’s to new beginnings and continued success! 🎓🌟✨and in the words of queen Natalie, “𝙜𝙡𝙚𝙭, always!”  Join us in congratulating Natalie in the comments below ✨🫶🏼 heyits",0,https://www.instagram.com/p/C61D74sOx2n/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2025-04-03,2025-04-03T17:32:01+00:00,19,3,1,"sheherbano_haque, glecolumbia",2,"Everybody, meet Sherry our co-vice president! sarxkandel   52w Being a food hall hater is so relatable 1 like Reply columbia_aapidah   52w OBSESSED Reply ssikhasahu   52w oh my vp, my vp pt. 2 🧎🏽‍♀️ Reply 19 3 1 April 3, 2025 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dan",0,https://www.instagram.com/p/DH_i8tip_0j/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:17:15+00:00,2,0,0,"glecolumbia, Edited",2,"Everybody, meet Tina! nazhifahjunia   80w SLAAAAAYYY TINA SLAAAAY Reply nataliejoonn   80w Queen Reply 2 September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia",0,https://www.instagram.com/p/DAUBrznS3aL/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2025-04-03,2025-04-03T17:30:19+00:00,8,1,0,"astiffy, glecolumbia",2,"Everyone, meet Amanda our co-vice president! ssikhasahu   52w oh my vp my vp 🫡 1 like Reply 8 1 April 3, 2025 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국",0,https://www.instagram.com/p/DH_iwRkpiSr/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,,,,,,,0,"2 glecolumbia 4 people Follow Part 2! What is your favorite thing about your culture? 20 1 im.a.s.o.n otlatnight Follow Do you agree?? #harvard #texas #collegefootball #collegestudents … more 1,353 58 15 glecolumbia 4 people Follow Part 2! What is your favorite thing about your culture? 20 1 goodmorningamerica Follow Cue the applause — @thomasadoherty IS SINGLE, LADIES! 39.7K 509 319 lanzybear Following Monday Matrix Musings 🫠 870 96 33 charleeremitz Haig Point Lighthouse Follow No, mothers can’",0,https://www.instagram.com/reel/CzrYFxXuqlk/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:13:56+00:00,,,,,0,"2 glecolumbia Follow No comments yet. Start the conversation. September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands Polski Português (Brasil) Português (Portug",0,https://www.instagram.com/p/DAUBpseSGZB/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:16:46+00:00,1,0,0,"glecolumbia, Edited",2,"Everybody, meet Demetri! nazhifahjunia   80w MY IDOL Reply 1 September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederla",0,https://www.instagram.com/p/DAUBpDUy7HE/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2025-12-01,2025-12-01T17:36:44+00:00,8,0,0,"columbia_aapidah, glecolumbia, Haven, Ave, Edited",5,"ASIAN CULTURAL NIGHT 🍜🍲🥟🥘🍛🎵🎶🕺🏽  GLE x AAPIDAH are teaming up for the annual Asian Cultural Night on Dec 3 from 6-8 in 50 haven lounge! We hope to see you there for lots of culture, flavor, and excitement!  * food from across Asia * fashion show of traditional garments * music to vibe and dance  * cultural exhibition  * bingo game WITH PRIZES  * community from all over mailman   Take a break from finals studying to enjo",0,https://www.instagram.com/p/DRurI2FCe7I/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2023-10-26,2023-10-26T01:17:46+00:00,11,1,0,"glecolumbia, Columbia, University, Mailman, School, Of, Public, Health",8,"Join us for a spine-tingling night where we'll share global ghostly tales and dark folklore from far and wide! Unleash your inner storyteller during our open mic section, where you're invited to teach us about cryptids from your local lore, tell true tales of fright, share morbid old folk songs, and everything in between! If you dare, you're in for an afternoon of scary stories & movies, blood-curdling m",0,https://www.instagram.com/p/Cy1-HxMO5f7/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,,,,,,,0,"3 glecolumbia Follow Letsgoooo Team Indonesia! … more Likes 4 wbitwbb Titobeats · GameTime   Titobeats · GameTime   Follow She led her team to VICTORY 🙌 … more 52 1 1 glecolumbia Follow Letsgoooo Team Indonesia! … more Likes 4 nessgoeswild Follow But here’s a secret… 13 Get showtimes youmetuscany Follow Get your rom com on! ✨ Get tickets to see You, Me & Tuscany only in theaters Friday. Ad 7,857 40 itsannajoy Follow we love both- but can we get some sourdough sweeties out here too plz🧸👩🏻‍🍳🤍🍓 … m",0,https://www.instagram.com/reel/DC64FBeuoRi/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:16:26+00:00,1,0,0,"glecolumbia, Edited",2,"Everybody, meet Bella! nazhifahjunia   80w IM YOUR BIGGEST FAN BELLA Reply 1 September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Mela",0,https://www.instagram.com/p/DAUBaKTyLOv/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-03-09,2024-03-09T00:30:52+00:00,15,1,0,glecolumbia,1,"Happy International Women’s Day from GLE! We recognize the strength, power, and capabilities women hold within our CUMC community and beyond. Comment an inspiring woman faculty member or student below! #internationalwomensday #womenempowerment #girlboss No comments yet. Start the conversation. 15 1 March 8, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact U",0,https://www.instagram.com/p/C4RgEfcvYtw/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:14:09+00:00,,,,,0,"3 glecolumbia Follow No comments yet. Start the conversation. September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands Polski Português (Brasil) Português (Portug",0,https://www.instagram.com/p/DAUBrRESJ-W/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2023-10-24,2023-10-24T21:18:32+00:00,8,0,0,"glecolumbia, Edited",2,"Global Learning Exchange is dedicated to the exchange of cultural and traditional health knowledge across the Columbia Mailman community. We seek to recognize and celebrate the contributions of underrepresented nations in the field of global health, with particular emphasis on the unique experiences of individuals with international heritage in our student body. The organization is committed to fostering community, nurturing curiosity, and perpetu",0,https://www.instagram.com/p/Cw5LgYZrDcr/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,,,,,,,0,"3 glecolumbia 4 people Follow Muslim students at Mailman, what else would you add?? … more 106 15 andreepak Nostalgicore · File Select 64   Nostalgicore · File Select 64   Follow how to buy LA28 olympic tickets!🏅 … more 160 7 1 glecolumbia 4 people Follow Muslim students at Mailman, what else would you add?? … more 106 15 nessgoeswild Follow But here’s a secret… 13 Get showtimes youmetuscany Follow Get your rom com on! ✨ Get tickets to see You, Me & Tuscany only in theaters Friday. … more Ad 7,8",0,https://www.instagram.com/reel/C5RQPQxOgag/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,,,,,,,0,"3 glecolumbia 2 people Follow Get to know our friends over at Muslim Students for Health Equity @cumcmsa and the amazing community they’ve built on campus! … more 60 9 busybeingbridget Follow Can we please just normalize our real passions, okay??? Cc: @bravoandy … more 36K 382 1,415 glecolumbia 2 people Follow Get to know our friends over at Muslim Students for Health Equity @cumcmsa and the amazing community they’ve built on campus! … more 60 9 thewatchpod_ 2 people Follow The patients on #TheP",0,https://www.instagram.com/reel/C5RFOQ7OxWd/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:13:28+00:00,,,,,0,"3 glecolumbia Follow No comments yet. Start the conversation. September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands Polski Português (Brasil) Português (Portug",0,https://www.instagram.com/p/DAUBmNlyUDB/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2025-09-25,2025-09-25T21:23:18+00:00,6,1,0,glecolumbia,1,"Come join us on September 29 at 12 PM in HSC 322! We are excited to meet you! No comments yet. Start the conversation. 6 1 September 25, 2025 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa I",0,https://www.instagram.com/p/DPCkh08iZYs/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:16:56+00:00,1,0,0,"glecolumbia, Edited",2,"Everybody, meet Andrea! nazhifahjunia   80w MY INSPIRATION Reply 1 September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk N",0,https://www.instagram.com/p/DAUBqQrSwbf/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-09-24,2024-09-24T20:16:36+00:00,4,0,0,"glecolumbia, Edited",2,"Everybody, meet Zhifa! diaanrb   80w Slay 🔥 Reply View all 1 replies fae.rowley   80w The love of my LIFE!!! Reply View all 1 replies 4 September 24, 2024 More posts from glecolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi F",0,https://www.instagram.com/p/DAUBnmsSR8o/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,2024-08-18,2024-08-18T12:07:18+00:00,,,,"glecolumbia, Edited",2,"Fall 2024 kicks off on September 3rd, and we’re ready to make this semester fulfilling at @columbiapublichealth ✨💅🏼 very demure, very mindful, very cutesy!  Whether you’re joining us for the first time or returning, let’s connect, learn, and grow together. Stay tuned for exciting events, opportunities, and collaborations coming your way!  #GLEColumbia No comments yet. Start the conversation. August 18, 2024 More posts from glecolumbia Meta About Bl",0,https://www.instagram.com/p/C-z4DRLywrv/,,,,,,,,,,,,
Global Learning Exchange,glecolumbia,ok,,,,,,,0,"3 glecolumbia Qumu · Bubblegum K.K. (From ""Animal Crossing: New Leaf"")   Qumu · Bubblegum K.K. (From ""Animal Crossing: New Leaf"")   Follow Asking people around campus about Common Misconceptions! … more 27 2 busybeingbridget Follow Can we please just normalize our real passions, okay??? Cc: @bravoandy … more 36K 382 1,415 glecolumbia Qumu · Bubblegum K.K. (From ""Animal Crossing: New Leaf"")   Qumu · Bubblegum K.K. (From ""Animal Crossing: New Leaf"")   Follow Asking people around campus about Commo",0,https://www.instagram.com/reel/Czwp8-jOOk3/,,,,,,,,,,,,
